,game_id,season,week,team,opponent,score,home,ewma_dynamic_window_rushing_offense_team,ewma_dynamic_window_passing_offense_team,ewma_dynamic_window_rushing_defense_team,ewma_dynamic_window_passing_defense_team,ewma_dynamic_window_rushing_offense_opp,ewma_dynamic_window_passing_offense_opp,ewma_dynamic_window_rushing_defense_opp,ewma_dynamic_window_passing_defense_opp,team_id,rest_differential,windy,div_game,spread_line,total_line,game_type,location,total,implied_points
24,2003_01_OAK_TEN,2003,1,TEN,LV,25,1,,,,,,,,,2003_01_OAK_TEN_H,0,0,0,3.5,46.0,REG,Home,45.0,24.75
25,2003_01_OAK_TEN,2003,1,LV,TEN,20,0,,,,,,,,,2003_01_OAK_TEN_A,0,0,0,-3.5,46.0,REG,Home,45.0,21.25
26,2003_01_SD_KC,2003,1,KC,LAC,27,1,,,,,,,,,2003_01_SD_KC_H,0,0,1,4.5,47.0,REG,Home,41.0,25.75
27,2003_01_SD_KC,2003,1,LAC,KC,14,0,,,,,,,,,2003_01_SD_KC_A,0,0,1,-4.5,47.0,REG,Home,41.0,21.25
28,2003_01_STL_NYG,2003,1,NYG,LA,23,1,,,,,,,,,2003_01_STL_NYG_H,0,0,0,-1.0,46.5,REG,Home,36.0,22.75
29,2003_01_STL_NYG,2003,1,LA,NYG,13,0,,,,,,,,,2003_01_STL_NYG_A,0,0,0,1.0,46.5,REG,Home,36.0,23.75
30,2003_01_TB_PHI,2003,1,PHI,TB,0,1,,,,,,,,,2003_01_TB_PHI_H,0,0,0,3.0,36.0,REG,Home,17.0,19.5
31,2003_01_TB_PHI,2003,1,TB,PHI,17,0,,,,,,,,,2003_01_TB_PHI_A,0,0,0,-3.0,36.0,REG,Home,17.0,16.5
32,2003_02_BUF_JAX,2003,2,JAX,BUF,17,1,-0.2925318777561188,0.4024873375892639,-0.0680659785866737,-0.2134385854005813,-0.2298330962657928,0.3153380155563354,-0.2621154189109802,-0.6540030241012573,2003_02_BUF_JAX_H,0,0,0,-3.0,42.0,REG,Home,55.0,19.5
33,2003_02_BUF_JAX,2003,2,BUF,JAX,38,0,-0.2298330962657928,0.3153380155563354,-0.2621154189109802,-0.6540030241012573,-0.2925318777561188,0.4024873375892639,-0.0680659785866737,-0.2134385854005813,2003_02_BUF_JAX_A,0,0,0,3.0,42.0,REG,Home,55.0,22.5
34,2003_02_CAR_TB,2003,2,TB,CAR,9,1,-0.1761158108711242,0.3173921704292297,0.1522291302680969,-0.5209836959838867,-0.0680659785866737,-0.2134385854005813,-0.2925318777561188,0.4024873375892639,2003_02_CAR_TB_H,-1,0,1,9.0,34.5,REG,Home,21.0,21.75
35,2003_02_CAR_TB,2003,2,CAR,TB,12,0,-0.0680659785866737,-0.2134385854005813,-0.2925318777561188,0.4024873375892639,-0.1761158108711242,0.3173921704292297,0.1522291302680969,-0.5209836959838867,2003_02_CAR_TB_A,1,0,1,-9.0,34.5,REG,Home,21.0,12.75
36,2003_02_CHI_MIN,2003,2,MIN,CHI,24,1,-0.0553931072354316,0.4558207392692566,-0.1818388104438781,0.0312747620046138,-0.170749232172966,-0.7939918637275696,-0.0768006742000579,0.1418575942516327,2003_02_CHI_MIN_H,0,0,1,9.0,44.5,REG,Home,37.0,26.75
37,2003_02_CHI_MIN,2003,2,CHI,MIN,13,0,-0.170749232172966,-0.7939918637275696,-0.0768006742000579,0.1418575942516327,-0.0553931072354316,0.4558207392692566,-0.1818388104438781,0.0312747620046138,2003_02_CHI_MIN_A,0,0,1,-9.0,44.5,REG,Home,37.0,17.75
38,2003_02_CIN_OAK,2003,2,LV,CIN,23,1,-0.3753252625465393,0.1632490903139114,-0.3332213461399078,0.2094412147998809,-0.387708455324173,-0.3736360967159271,0.1929540932178497,-0.5366114377975464,2003_02_CIN_OAK_H,0,0,0,12.0,45.0,REG,Home,43.0,28.5
39,2003_02_CIN_OAK,2003,2,CIN,LV,20,0,-0.387708455324173,-0.3736360967159271,0.1929540932178497,-0.5366114377975464,-0.3753252625465393,0.1632490903139114,-0.3332213461399078,0.2094412147998809,2003_02_CIN_OAK_A,0,0,0,-12.0,45.0,REG,Home,43.0,16.5
40,2003_02_CLE_BAL,2003,2,BAL,CLE,33,1,-0.2364127188920974,-0.299044519662857,-0.2733913362026214,0.4938685297966003,-0.1452971994876861,-0.0024154556449502,-0.1048406586050987,-0.0564272627234458,2003_02_CLE_BAL_H,0,0,1,2.5,39.0,REG,Home,46.0,20.75
41,2003_02_CLE_BAL,2003,2,CLE,BAL,13,0,-0.1452971994876861,-0.0024154556449502,-0.1048406586050987,-0.0564272627234458,-0.2364127188920974,-0.299044519662857,-0.2733913362026214,0.4938685297966003,2003_02_CLE_BAL_A,0,0,1,-2.5,39.0,REG,Home,46.0,18.25
42,2003_02_DAL_NYG,2003,2,NYG,DAL,32,1,-0.1221975982189178,-0.2796367108821869,-0.2788352072238922,-0.2675167918205261,-0.0873471498489379,0.0134725430980324,0.023291390389204,0.3454808890819549,2003_02_DAL_NYG_H,0,0,1,7.5,36.5,REG,Home,67.0,22.0
43,2003_02_DAL_NYG,2003,2,DAL,NYG,35,0,-0.0873471498489379,0.0134725430980324,0.023291390389204,0.3454808890819549,-0.1221975982189178,-0.2796367108821869,-0.2788352072238922,-0.2675167918205261,2003_02_DAL_NYG_A,0,0,1,-7.5,36.5,REG,Home,67.0,14.5
44,2003_02_DEN_SD,2003,2,LAC,DEN,13,1,-0.3591488599777221,-0.1199945509433746,-0.0928928107023239,0.1319629997014999,0.1929540932178497,-0.5366114377975464,-0.387708455324173,-0.3736360967159271,2003_02_DEN_SD_H,0,0,1,-3.0,43.0,REG,Home,50.0,20.0
45,2003_02_DEN_SD,2003,2,DEN,LAC,37,0,0.1929540932178497,-0.5366114377975464,-0.387708455324173,-0.3736360967159271,-0.3591488599777221,-0.1199945509433746,-0.0928928107023239,0.1319629997014999,2003_02_DEN_SD_A,0,0,1,3.0,43.0,REG,Home,50.0,23.0
46,2003_02_DET_GB,2003,2,GB,DET,31,1,-0.1818388104438781,0.0312747620046138,-0.0553931072354316,0.4558207392692566,-0.2531806826591491,0.3222913146018982,0.0340041555464267,-0.0271499212831258,2003_02_DET_GB_H,0,0,1,7.0,45.5,REG,Home,37.0,26.25
47,2003_02_DET_GB,2003,2,DET,GB,6,0,-0.2531806826591491,0.3222913146018982,0.0340041555464267,-0.0271499212831258,-0.1818388104438781,0.0312747620046138,-0.0553931072354316,0.4558207392692566,2003_02_DET_GB_A,0,0,1,-7.0,45.5,REG,Home,37.0,19.25
48,2003_02_HOU_NO,2003,2,NO,HOU,31,1,-0.3134125173091888,-0.0428810268640518,0.0517367385327816,-0.0937403589487075,-0.1662826091051101,0.316787987947464,-0.2893115580081939,0.1023659035563469,2003_02_HOU_NO_H,0,0,0,8.0,40.5,REG,Home,41.0,24.25
49,2003_02_HOU_NO,2003,2,HOU,NO,10,0,-0.1662826091051101,0.316787987947464,-0.2893115580081939,0.1023659035563469,-0.3134125173091888,-0.0428810268640518,0.0517367385327816,-0.0937403589487075,2003_02_HOU_NO_A,0,0,0,-8.0,40.5,REG,Home,41.0,16.25
50,2003_02_MIA_NYJ,2003,2,NYJ,MIA,10,1,0.0616014003753662,-0.2075439691543579,-0.0282667130231857,-0.1705963164567947,-0.2893115580081939,0.1023659035563469,-0.1662826091051101,0.316787987947464,2003_02_MIA_NYJ_H,3,0,1,-3.0,37.0,REG,Home,31.0,17.0
51,2003_02_MIA_NYJ,2003,2,MIA,NYJ,21,0,-0.2893115580081939,0.1023659035563469,-0.1662826091051101,0.316787987947464,0.0616014003753662,-0.2075439691543579,-0.0282667130231857,-0.1705963164567947,2003_02_MIA_NYJ_A,-3,0,1,3.0,37.0,REG,Home,31.0,20.0
52,2003_02_NE_PHI,2003,2,PHI,NE,10,1,0.1522291302680969,-0.5209836959838867,-0.1761158108711242,0.3173921704292297,-0.2621154189109802,-0.6540030241012573,-0.2298330962657928,0.3153380155563354,2003_02_NE_PHI_H,-1,0,0,4.0,38.0,REG,Home,41.0,21.0
53,2003_02_NE_PHI,2003,2,NE,PHI,31,0,-0.2621154189109802,-0.6540030241012573,-0.2298330962657928,0.3153380155563354,0.1522291302680969,-0.5209836959838867,-0.1761158108711242,0.3173921704292297,2003_02_NE_PHI_A,1,0,0,-4.0,38.0,REG,Home,41.0,17.0
54,2003_02_PIT_KC,2003,2,KC,PIT,41,1,-0.0928928107023239,0.1319629997014999,-0.3591488599777221,-0.1199945509433746,-0.2733913362026214,0.4938685297966003,-0.2364127188920974,-0.299044519662857,2003_02_PIT_KC_H,0,0,0,3.5,48.0,REG,Home,61.0,25.75
55,2003_02_PIT_KC,2003,2,PIT,KC,20,0,-0.2733913362026214,0.4938685297966003,-0.2364127188920974,-0.299044519662857,-0.0928928107023239,0.1319629997014999,-0.3591488599777221,-0.1199945509433746,2003_02_PIT_KC_A,0,0,0,-3.5,48.0,REG,Home,61.0,22.25
56,2003_02_SEA_ARI,2003,2,ARI,SEA,0,1,0.0340041555464267,-0.0271499212831258,-0.2531806826591491,0.3222913146018982,0.0517367385327816,-0.0937403589487075,-0.3134125173091888,-0.0428810268640518,2003_02_SEA_ARI_H,0,0,1,-5.0,44.5,REG,Home,38.0,19.75
57,2003_02_SEA_ARI,2003,2,SEA,ARI,38,0,0.0517367385327816,-0.0937403589487075,-0.3134125173091888,-0.0428810268640518,0.0340041555464267,-0.0271499212831258,-0.2531806826591491,0.3222913146018982,2003_02_SEA_ARI_A,0,0,1,5.0,44.5,REG,Home,38.0,24.75
58,2003_02_SF_STL,2003,2,LA,SF,27,1,-0.2788352072238922,-0.2675167918205261,-0.1221975982189178,-0.2796367108821869,-0.0768006742000579,0.1418575942516327,-0.170749232172966,-0.7939918637275696,2003_02_SF_STL_H,0,0,1,3.0,47.5,REG,Home,51.0,25.25
59,2003_02_SF_STL,2003,2,SF,LA,24,0,-0.0768006742000579,0.1418575942516327,-0.170749232172966,-0.7939918637275696,-0.2788352072238922,-0.2675167918205261,-0.1221975982189178,-0.2796367108821869,2003_02_SF_STL_A,0,0,1,-3.0,47.5,REG,Home,51.0,22.25
60,2003_02_TEN_IND,2003,2,IND,TEN,33,1,-0.1048406586050987,-0.0564272627234458,-0.1452971994876861,-0.0024154556449502,-0.3332213461399078,0.2094412147998809,-0.3753252625465393,0.1632490903139114,2003_02_TEN_IND_H,0,0,1,2.5,44.0,REG,Home,40.0,23.25
61,2003_02_TEN_IND,2003,2,TEN,IND,7,0,-0.3332213461399078,0.2094412147998809,-0.3753252625465393,0.1632490903139114,-0.1048406586050987,-0.0564272627234458,-0.1452971994876861,-0.0024154556449502,2003_02_TEN_IND_A,0,0,1,-2.5,44.0,REG,Home,40.0,20.75
62,2003_02_WAS_ATL,2003,2,ATL,WAS,31,1,0.023291390389204,0.3454808890819549,-0.0873471498489379,0.0134725430980324,-0.0282667130231857,-0.1705963164567947,0.0616014003753662,-0.2075439691543579,2003_02_WAS_ATL_H,-3,0,0,3.0,39.5,REG,Home,64.0,21.25
63,2003_02_WAS_ATL,2003,2,WAS,ATL,33,0,-0.0282667130231857,-0.1705963164567947,0.0616014003753662,-0.2075439691543579,0.023291390389204,0.3454808890819549,-0.0873471498489379,0.0134725430980324,2003_02_WAS_ATL_A,3,0,0,-3.0,39.5,REG,Home,64.0,18.25
64,2003_03_BAL_SD,2003,3,LAC,BAL,10,1,-0.0920837134122848,-0.1675945580005645,0.1458686895668506,0.2116842798888683,0.0329022862017154,-0.5975799515843392,-0.3757157042622566,0.0099238201975822,2003_03_BAL_SD_H,0,0,0,1.5,38.5,REG,Home,34.0,20.0
65,2003_03_BAL_SD,2003,3,BAL,LAC,24,0,0.0329022862017154,-0.5975799515843392,-0.3757157042622566,0.0099238201975822,-0.0920837134122848,-0.1675945580005645,0.1458686895668506,0.2116842798888683,2003_03_BAL_SD_A,0,0,0,-1.5,38.5,REG,Home,34.0,18.5
66,2003_03_BUF_MIA,2003,3,MIA,BUF,17,1,-0.0804154936224222,0.2847860392183065,-0.3579516090452671,0.2173315770924091,-0.2831875890493392,0.7528014063835144,0.0121386878192424,-0.3827406369149684,2003_03_BUF_MIA_H,0,1,1,3.0,40.5,REG,Home,24.0,21.75
67,2003_03_BUF_MIA,2003,3,BUF,MIA,7,0,-0.2831875890493392,0.7528014063835144,0.0121386878192424,-0.3827406369149684,-0.0804154936224222,0.2847860392183065,-0.3579516090452671,0.2173315770924091,2003_03_BUF_MIA_A,0,1,1,-3.0,40.5,REG,Home,24.0,18.75
68,2003_03_CLE_SF,2003,3,SF,CLE,12,1,0.0370967142283916,0.0451015869155526,-0.1230182219296693,-0.4355632044374942,-0.3180733427405357,-0.2134039732511155,0.0921097133308649,-0.4884021859616041,2003_03_CLE_SF_H,0,0,0,7.0,44.5,REG,Home,25.0,25.75
69,2003_03_CLE_SF,2003,3,CLE,SF,13,0,-0.3180733427405357,-0.2134039732511155,0.0921097133308649,-0.4884021859616041,0.0370967142283916,0.0451015869155526,-0.1230182219296693,-0.4355632044374942,2003_03_CLE_SF_A,0,0,0,-7.0,44.5,REG,Home,25.0,18.75
70,2003_03_GB_ARI,2003,3,ARI,GB,20,1,-0.2679290754720568,-0.2198549370281398,-0.0287845388054847,0.4224087774753571,-0.0498072929680347,0.017341138003394,-0.1701604012399911,-0.0535609871149063,2003_03_GB_ARI_H,0,0,0,-7.5,42.5,REG,Home,33.0,17.5
71,2003_03_GB_ARI,2003,3,GB,ARI,13,0,-0.0498072929680347,0.017341138003394,-0.1701604012399911,-0.0535609871149063,-0.2679290754720568,-0.2198549370281398,-0.0287845388054847,0.4224087774753571,2003_03_GB_ARI_A,0,0,0,7.5,42.5,REG,Home,33.0,25.0
72,2003_03_JAX_IND,2003,3,IND,JAX,23,1,-0.1036651294678449,0.071772076562047,-0.1908753752708435,-0.2114017295534722,-0.0015487186610698,0.092680025845766,-0.2103923860937357,0.5148519359529019,2003_03_JAX_IND_H,0,0,1,7.5,42.0,REG,Home,36.0,24.75
73,2003_03_JAX_IND,2003,3,JAX,IND,13,0,-0.0015487186610698,0.092680025845766,-0.2103923860937357,0.5148519359529019,-0.1036651294678449,0.071772076562047,-0.1908753752708435,-0.2114017295534722,2003_03_JAX_IND_A,0,0,1,-7.5,42.0,REG,Home,36.0,17.25
74,2003_03_KC_HOU,2003,3,HOU,KC,14,1,-0.0598982527852058,-0.0953958570957183,-0.1795699935406446,0.1336333345621824,-0.0270904233679175,-0.0342578865587711,-0.2782985977828503,-0.1930651113390922,2003_03_KC_HOU_H,0,0,0,-7.5,44.0,REG,Home,56.0,18.25
75,2003_03_KC_HOU,2003,3,KC,HOU,42,0,-0.0270904233679175,-0.0342578865587711,-0.2782985977828503,-0.1930651113390922,-0.0598982527852058,-0.0953958570957183,-0.1795699935406446,0.1336333345621824,2003_03_KC_HOU_A,0,0,0,7.5,44.0,REG,Home,56.0,25.75
76,2003_03_MIN_DET,2003,3,DET,MIN,13,1,-0.259164810180664,-0.1136492282152176,0.0473220417276024,-0.0089499694760888,0.0189849689602851,0.2949891328811645,-0.0963582900352776,-0.0598865458741784,2003_03_MIN_DET_H,0,0,1,-4.0,47.5,REG,Home,36.0,21.75
77,2003_03_MIN_DET,2003,3,MIN,DET,23,0,0.0189849689602851,0.2949891328811645,-0.0963582900352776,-0.0598865458741784,-0.259164810180664,-0.1136492282152176,0.0473220417276024,-0.0089499694760888,2003_03_MIN_DET_A,0,0,1,4.0,47.5,REG,Home,36.0,25.75
78,2003_03_NO_TEN,2003,3,TEN,NO,27,1,-0.2754412412643433,-0.1160662278532982,-0.2253832012414932,0.1706264354288578,-0.1904154252260923,0.068272215873003,0.0382104536518454,-0.2801336131989956,2003_03_NO_TEN_H,0,0,0,4.5,43.5,REG,Home,39.0,24.0
79,2003_03_NO_TEN,2003,3,NO,TEN,12,0,-0.1904154252260923,0.068272215873003,0.0382104536518454,-0.2801336131989956,-0.2754412412643433,-0.1160662278532982,-0.2253832012414932,0.1706264354288578,2003_03_NO_TEN_A,0,0,0,-4.5,43.5,REG,Home,39.0,19.5
80,2003_03_NYG_WAS,2003,3,WAS,NYG,21,1,-0.0080325386486947,-0.0538702955469489,0.0798595253378152,-0.2649661868810654,-0.2872768566012382,-0.1612782683223486,-0.2336647398769855,-0.1193773865932598,2003_03_NYG_WAS_H,1,0,1,1.5,43.5,REG,Home,45.0,22.5
81,2003_03_NYG_WAS,2003,3,NYG,WAS,24,0,-0.2872768566012382,-0.1612782683223486,-0.2336647398769855,-0.1193773865932598,-0.0080325386486947,-0.0538702955469489,0.0798595253378152,-0.2649661868810654,2003_03_NYG_WAS_A,-1,0,1,-1.5,43.5,REG,Home,45.0,21.0
82,2003_03_NYJ_NE,2003,3,NE,NYJ,23,1,-0.3012000918388366,-0.2149105452001094,-0.0237497873604297,-0.1963849425315857,-0.2554038047790527,-0.0186178036034107,0.0370546866208314,0.1619530402123928,2003_03_NYJ_NE_H,0,0,1,6.0,38.0,REG,Home,39.0,22.0
83,2003_03_NYJ_NE,2003,3,NYJ,NE,16,0,-0.2554038047790527,-0.0186178036034107,0.0370546866208314,0.1619530402123928,-0.3012000918388366,-0.2149105452001094,-0.0237497873604297,-0.1963849425315857,2003_03_NYJ_NE_A,0,0,1,-6.0,38.0,REG,Home,39.0,16.0
84,2003_03_OAK_DEN,2003,3,DEN,LV,31,1,0.2744997963309288,-0.0891742169857024,-0.1049355313181877,-0.2817332535982132,-0.0915575355291366,-0.089227270334959,-0.2455783583223819,0.1580782745033502,2003_03_OAK_DEN_H,0,0,1,5.5,45.0,REG,Home,41.0,25.25
85,2003_03_OAK_DEN,2003,3,LV,DEN,10,0,-0.0915575355291366,-0.089227270334959,-0.2455783583223819,0.1580782745033502,0.2744997963309288,-0.0891742169857024,-0.1049355313181877,-0.2817332535982132,2003_03_OAK_DEN_A,0,0,1,-5.5,45.0,REG,Home,41.0,19.75
86,2003_03_PIT_CIN,2003,3,CIN,PIT,10,1,-0.2700975574553013,-0.1043065156787633,0.1641681745648384,-0.404164507985115,-0.2397077120840549,0.0831732749938964,-0.0916743820533156,-0.2282112702727317,2003_03_PIT_CIN_H,0,0,1,-4.5,44.5,REG,Home,27.0,20.0
87,2003_03_PIT_CIN,2003,3,PIT,CIN,17,0,-0.2397077120840549,0.0831732749938964,-0.0916743820533156,-0.2282112702727317,-0.2700975574553013,-0.1043065156787633,0.1641681745648384,-0.404164507985115,2003_03_PIT_CIN_A,0,0,1,4.5,44.5,REG,Home,27.0,24.5
88,2003_03_STL_SEA,2003,3,SEA,LA,24,1,0.108428300730884,0.2351945243775844,-0.4242665782570839,-0.2269339345395565,-0.1716569107025861,-0.1986494220793247,0.0166680984199047,-0.1445708503946662,2003_03_STL_SEA_H,0,0,1,3.0,47.0,REG,Home,47.0,25.0
89,2003_03_STL_SEA,2003,3,LA,SEA,23,0,-0.1716569107025861,-0.1986494220793247,0.0166680984199047,-0.1445708503946662,0.108428300730884,0.2351945243775844,-0.4242665782570839,-0.2269339345395565,2003_03_STL_SEA_A,0,0,1,-3.0,47.0,REG,Home,47.0,22.0
90,2003_03_TB_ATL,2003,3,ATL,TB,10,1,0.0626200208440423,-0.0161050006747245,-0.0346187352202832,0.0289606912527233,-0.1554149881005287,0.1222530325874686,0.0384244201704859,-0.4794715404510498,2003_03_TB_ATL_H,0,0,1,-6.5,35.5,REG,Home,41.0,14.5
91,2003_03_TB_ATL,2003,3,TB,ATL,31,0,-0.1554149881005287,0.1222530325874686,0.0384244201704859,-0.4794715404510498,0.0626200208440423,-0.0161050006747245,-0.0346187352202832,0.0289606912527233,2003_03_TB_ATL_A,0,0,1,6.5,35.5,REG,Home,41.0,21.0
92,2003_04_ARI_STL,2003,4,LA,ARI,37,1,-0.1695425175996713,-0.034828126678039,-0.044358450015914,-0.1047263640749494,-0.2062120599381353,-0.0086428244038178,-0.1262958942853731,0.3426474937766889,2003_04_ARI_STL_H,0,0,1,11.5,45.5,REG,Home,50.0,28.5
93,2003_04_ARI_STL,2003,4,ARI,LA,13,0,-0.2062120599381353,-0.0086428244038178,-0.1262958942853731,0.3426474937766889,-0.1695425175996713,-0.034828126678039,-0.044358450015914,-0.1047263640749494,2003_04_ARI_STL_A,0,0,1,-11.5,45.5,REG,Home,50.0,17.0
94,2003_04_ATL_CAR,2003,4,CAR,ATL,23,1,-0.0607083788141608,-0.3410762406885624,-0.2078022181987762,0.160545857809484,-0.0818797811692537,-0.2314582398761546,-0.086085418276365,0.122831549869844,2003_04_ATL_CAR_H,7,0,1,6.0,35.5,REG,Home,26.0,20.75
95,2003_04_ATL_CAR,2003,4,ATL,CAR,3,0,-0.0818797811692537,-0.2314582398761546,-0.086085418276365,0.122831549869844,-0.0607083788141608,-0.3410762406885624,-0.2078022181987762,0.160545857809484,2003_04_ATL_CAR_A,-7,0,1,-6.0,35.5,REG,Home,26.0,14.75
96,2003_04_CIN_CLE,2003,4,CLE,CIN,14,1,-0.2755807655000211,-0.0595282362859101,-0.0899876988557882,-0.2765243646883687,-0.1735339568884567,-0.1531335008253291,0.0701582764222772,-0.1176015959427602,2003_04_CIN_CLE_H,0,0,1,4.5,40.0,REG,Home,35.0,22.25
97,2003_04_CIN_CLE,2003,4,CIN,CLE,21,0,-0.1735339568884567,-0.1531335008253291,0.0701582764222772,-0.1176015959427602,-0.2755807655000211,-0.0595282362859101,-0.0899876988557882,-0.2765243646883687,2003_04_CIN_CLE_A,0,0,1,-4.5,40.0,REG,Home,35.0,17.75
98,2003_04_DAL_NYJ,2003,4,NYJ,DAL,6,1,-0.1328152294372799,-0.1168969671096516,0.0018354356536437,-0.0146184800768215,-0.1474951140582561,0.0070678141200914,-0.2218068117275834,0.1200246516615152,2003_04_DAL_NYJ_H,-6,0,0,3.0,37.0,REG,Home,23.0,20.0
99,2003_04_DAL_NYJ,2003,4,DAL,NYJ,17,0,-0.1474951140582561,0.0070678141200914,-0.2218068117275834,0.1200246516615152,-0.1328152294372799,-0.1168969671096516,0.0018354356536437,-0.0146184800768215,2003_04_DAL_NYJ_A,6,0,0,-3.0,37.0,REG,Home,23.0,17.0
100,2003_04_DET_DEN,2003,4,DEN,DET,20,1,0.1451067135505304,0.1648435707504171,-0.1404422670602798,-0.2832836851329106,-0.2551745257999414,-0.1363178465354482,0.0849088203298095,0.1183781768798679,2003_04_DET_DEN_H,-1,0,0,12.0,44.0,REG,Home,36.0,28.0
101,2003_04_DET_DEN,2003,4,DET,DEN,16,0,-0.2551745257999414,-0.1363178465354482,0.0849088203298095,0.1183781768798679,0.1451067135505304,0.1648435707504171,-0.1404422670602798,-0.2832836851329106,2003_04_DET_DEN_A,1,0,0,-12.0,44.0,REG,Home,36.0,16.0
102,2003_04_GB_CHI,2003,4,CHI,GB,23,1,-0.0913679798133671,-0.4312565274536609,0.0093515638262033,0.1537057176232338,-0.1388676409606521,0.100414353893123,-0.1477457431216176,0.0908020625874845,2003_04_GB_CHI_H,7,0,1,-4.0,41.5,REG,Home,61.0,18.75
103,2003_04_GB_CHI,2003,4,GB,CHI,38,0,-0.1388676409606521,0.100414353893123,-0.1477457431216176,0.0908020625874845,-0.0913679798133671,-0.4312565274536609,0.0093515638262033,0.1537057176232338,2003_04_GB_CHI_A,-7,0,1,4.0,41.5,REG,Home,61.0,22.75
